,incident_number,description,category_full,ci_name,owner_group,urgency,priority,sla
2268,I230412_000267,"Trigger: SAP Solman detect problem on QMI such as ASE Error Messages
Responsible team: CORP_ISC_SAP
Trigger description: 20230413000915;QMI;005056A5D24B1EEDB6AFD5590FD8CD8B;ASE Error Messages;High;The Sybase ASE database server writes messages to a file, the error log. This section checks for error codes with a severity rating of 17 or 18 which are indicating errors.Analysis Tools:https://sapsmprd.roquette.corp.priv:8001/sap/bc/webdynpro/sap/dba_cockpit?action_id&system_id=QMI&time_from=20230412220915%20&time_to=20230412220915%20&time_zone=UTC&ACTION_ID=5 DBA Cockpit: Error Log Messages from the error log
Opened at: 1681337
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681337, RT:CORP_ISC_SAP, TriggerValue:QMI such as ASE Error Messages
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1048747392",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2269,I230412_000268,"Trigger: SAP Solman detect problem on IXI such as ASE Database available
Responsible team: CORP_ISC_SAP
Trigger description: 20230413001415;IXI;005056A5D24B1EEDB6AFEB9783677143;ASE Database available;High;The availability checks for database IXI have failed. This means that the database or the monitored connections to the database are not available. You should check the database availability manually and restart the database if necessary.
Opened at: 1681337
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681337, RT:CORP_ISC_SAP, TriggerValue:IXI such as ASE Database available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1048749588",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2270,I230413_000001,"Trigger: High memory utilization (used > 95%)
Responsible team: CORP_ISC_Wintel
Trigger description: The system is running out of free memory.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Memory, RT:CORP_ISC_Wintel
Host: S101A242
Host group: Lestrem/Windows, RECH, Windows/Lestrem
Host description: 
Zabbix event ID: 1048811846",Incidents/Infrastructure/System/Laboratories Apps,S101A242,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2272,I230407_000031,"Trigger: Event ID - 1 Event - 2023-01-29_10:00 D:\FTP\BACKUP\FORTINET\Bangkok\FWE271\FWE271_*                             0005 0001 0005 - Path not found
Responsible team: CORP_ISC_Wintel
Trigger description: 2023-01-29_10:00 D:\FTP\BACKUP\FORTINET\Bangkok\FWE271\FWE271_*                             0005 0001 0005 - Path not found
Opened at: 1680844
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: App_Source:Manage_Network_and_Security_Backups, Application:Event log Application, EVENT_ID:1, Host:S101A714, Opened at:1680844, RT:CORP_ISC_Wintel
Host: S101A714
Host group: Lestrem/Windows, TFTPOTMASTRM, Windows/Lestrem
Host description: 
Zabbix event ID: 1043678840",Incidents/Infrastructure/System/Server,S101A714,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2273,I230414_000285,"Trigger: SAP Solman detect problem on M10~JAVA~s101a229_M10_11 such as P101P0Z2
Responsible team: CORP_ISC_SAP
Trigger description: 20230414211954;M10~JAVA~s101a229_M10_11;005056A5D24B1EDDB6DF2AEBDF0C0402;P101P0Z2;Critical;
Opened at: 1681500
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681500, RT:CORP_ISC_SAP, TriggerValue:M10~JAVA~s101a229_M10_11 such as P101P0Z2
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1050400630",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2274,I230414_000288,"Trigger: SAP Solman detect problem on s260a70 such as EVENT_ID_1945
Responsible team: CORP_ISC_SAP
Trigger description: 20230414213117;s260a70;005056A5D24B1EDDB6DF5DC9F7470D53;EVENT_ID_1945;Critical;
Opened at: 1681500
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681500, RT:CORP_ISC_SAP, TriggerValue:s260a70 such as EVENT_ID_1945
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1050406481",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2275,I230416_000154,"Trigger: High ICMP ping loss
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Last value: 0 %.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Storage_Backup
Host: BAI2357A
Host group: Lestrem/Storage, STOC, Storage/Lestrem
Host description: 
Zabbix event ID: 1052137553",Incidents/Infrastructure/ERP/Storage,BAI2357A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2276,I230416_000155,"Trigger: High ICMP ping loss
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Last value: 0 %.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Storage_Backup
Host: BAI2357
Host group: Lestrem/Storage, STOC, Storage/Lestrem
Host description: 
Zabbix event ID: 1052137557",Incidents/Infrastructure/ERP/Storage,BAI2357,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2277,I230416_000156,"Trigger: High ICMP ping loss
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Last value: 0 %.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Storage_Backup
Host: BAI2355
Host group: Lestrem/Storage, STOC, Storage/Lestrem
Host description: 
Zabbix event ID: 1052137552",Incidents/Infrastructure/ERP/Storage,BAI2355,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2278,I230416_000157,"Trigger: High ICMP ping loss
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Last value: 0 %.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Storage_Backup
Host: BAI2357B
Host group: Lestrem/Storage, STOC, Storage/Lestrem
Host description: 
Zabbix event ID: 1052137558",Incidents/Infrastructure/ERP/Storage,BAI2357B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
2279,I230414_000128,"Trigger: DNS Server Event ID - 4004 Event - The DNS server was unable to complete directory service enumeration of zone 202.168.192.in-addr.arpa.  This DNS server is configured to use information obtained from Active Directory for this zone and is unable to load the zone without it.  Check that the Active Directory is functioning properly and repeat enumeration of the zone. The extended error debug information (which may be empty) is """". The event data contains the error.
Responsible team: CORP_ISC_Wintel
Trigger description: The DNS server was unable to complete directory service enumeration of zone 202.168.192.in-addr.arpa.  This DNS server is configured to use information obtained from Active Directory for this zone and is unable to load the zone without it.  Check that the Active Directory is functioning properly and repeat enumeration of the zone. The extended error debug information (which may be empty) is """". The event data contains the error.
Opened at: 1681462
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: App_Source:Microsoft-Windows-DNS-Server-Service, Application:Event log DNS, EVENT_ID:4004, Host:S244T01R, Opened at:1681462, RT:CORP_ISC_Wintel
Host: S244T01R
Host group: AD_E, Windows/Wuhan, Wuhan/Windows
Host description: 
Zabbix event ID: 1050020122",Incidents/Infrastructure/System/Domain controler,S244T01R,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2280,I230413_000232,"Trigger: Event ID: 481 - NTDS (592) NTDSA: An attempt to read from the file ""D:\NTDS\ntds.dit"" at offset 1140105216 (0x0000000043f4a000) for 8192 (0x00002000) bytes failed after 0.000 seconds with system error 1117 (0x0000045d): ""The request could not be performed because of an I/O device error. "".  The read operation will fail with error -1022 (0xfffffc02).  If this error persists then the file may be damaged and may need to be restored from a previous backup.
Responsible team: CORP_ISC_Wintel
Trigger description: Directory Service EVENTLOG - NTDS (592) NTDSA: An attempt to read from the file ""D:\NTDS\ntds.dit"" at offset 1140105216 (0x0000000043f4a000) for 8192 (0x00002000) bytes failed after 0.000 seconds with system error 1117 (0x0000045d): ""The request could not be performed because of an I/O device error. "".  The read operation will fail with error -1022 (0xfffffc02).  If this error persists then the file may be damaged and may need to be restored from a previous backup.
Opened at: 1681409
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:AD_E, Opened at:1681409, RT:CORP_ISC_Wintel
Host: S243T01R
Host group: AD_E, Singapore Metropolis/Windows, Windows/Singapore Metropolis
Host description: 
Zabbix event ID: 1049477675",Incidents/Infrastructure/System/Domain controler,S243T01R,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2281,I230413_000239,"Trigger: SAP Solman detect problem on M10~JAVA~s101a229_M10_11 such as P101P0X1
Responsible team: CORP_ISC_SAP
Trigger description: 20230413212838;M10~JAVA~s101a229_M10_11;005056A5D24B1EDDB6C62C86A7FC7C28;P101P0X1;Critical;
Opened at: 1681414
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681414, RT:CORP_ISC_SAP, TriggerValue:M10~JAVA~s101a229_M10_11 such as P101P0X1
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1049518445",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2282,I230413_000265,"Trigger: SAP Solman detect problem on IXI such as ASE Error Messages
Responsible team: CORP_ISC_SAP
Trigger description: 20230414003716;IXI;005056A5D24B1EEDB6C977D6CFC112FB;ASE Error Messages;High;The Sybase ASE database server writes messages to a file, the error log. This section checks for error codes with a severity rating of 17 or 18 which are indicating errors.Analysis Tools:https://sapsmprd.roquette.corp.priv:8001/sap/bc/webdynpro/sap/dba_cockpit?action_id&system_id=IXI&time_from=20230413223716%20&time_to=20230413223716%20&time_zone=UTC&ACTION_ID=5 DBA Cockpit: Error Log Messages from the error log
Opened at: 1681425
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681425, RT:CORP_ISC_SAP, TriggerValue:IXI such as ASE Error Messages
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1049631009",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2283,I230414_000281,"Trigger: SAP Solman detect problem on PTM~ABAP such as High number of ABAP Short Dumps
Responsible team: CORP_ISC_SAP
Trigger description: 20230414191217;PTM~ABAP;005056A5D24B1EDDB6DCF0545C0A38BC;High number of ABAP Short Dumps;High;A high number of short dumps was generated on ABAP system PTM.Analysis Tools:Display the system short dumps statistics in the https://sapsmprd.roquette.corp.priv:8001/sap/bc/webdynpro/sap/diag_app_starter?APP_ID=RCA_E2E_EXCEPTION_ANALYSIS&DATABASES&HOSTS&TECH_SCEN&TECH_SYS=PTM%7eABAP&sap-client=400&sap-language=EN E2E Exception Analysis.Analyze the short dumps in https://seap60a.roquette.corp.priv:8001/sap/bc/gui/sap/its/webgui?%7etransaction=ST22&sap-language=EN&sap-client=400 transaction ST22.
Opened at: 1681492
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681492, RT:CORP_ISC_SAP, TriggerValue:PTM~ABAP such as High number of ABAP Short Dumps
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1050323713",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2284,I230413_000262,"Trigger: SAP Solman detect problem on IXI~JAVA~seaq41s_IXI_11 such as Java instance not available
Responsible team: CORP_ISC_SAP
Trigger description: 20230414001916;IXI~JAVA~seaq41s_IXI_11;005056A5D24B1EEDB6C9274D915FA49E;Java instance not available;High;The J2EE instance seaq41s_IXI_11 or parts of it are not running. Please check the alert details to see which components do not respond. Restart the instance if necessary.Analysis Tools:View instance status in http://seap50a.roquette.corp.priv:51113/sapmc/sapmc.html?SID=IXI&NR=11&HOST=seaq41s SAP Management Console.Manually check the http://seaq41s.roquette.corp.priv:51100/ Http availability of the instance.
Opened at: 1681424
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681424, RT:CORP_ISC_SAP, TriggerValue:IXI~JAVA~seaq41s_IXI_11 such as Java instance not available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1049621438",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2285,I230413_000263,"Trigger: SAP Solman detect problem on IXI~JAVA such as Java System not available
Responsible team: CORP_ISC_SAP
Trigger description: 20230414001916;IXI~JAVA;005056A5D24B1EEDB6C9274D915FC49E;Java System not available;Critical;The availability checks to J2EE system IXI failed. Please check the alert details to see which components did not respond.
Opened at: 1681424
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681424, RT:CORP_ISC_SAP, TriggerValue:IXI~JAVA such as Java System not available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1049621490",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
2286,I230413_000260,"Trigger: SAP Solman detect problem on IXI such as ASE Database available
Responsible team: CORP_ISC_SAP
Trigger description: 20230414001416;IXI;005056A5D24B1EEDB6C910F3235CA0A7;ASE Database available;High;The availability checks for database IXI have failed. This means that the database or the monitored connections to the database are not available. You should check the database availability manually and restart the database if necessary.
Opened at: 1681424
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681424, RT:CORP_ISC_SAP, TriggerValue:IXI such as ASE Database available
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1049617709",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2287,I230414_000148,"Trigger: Job JOBS.TM_SMC_040_PLANNING_FREIGHT_AND_SELECTING_CARRIERS_AFO_FR_01_01; in workflow TM_SMC_040_PLANNING_FREIGHT_AND_SELECTING_CARRIERS_AFO_FR_01; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;TM_SMC_040_PLANNING_FREIGHT_AND_SELECTING_CARRIERS_AFO_FR_01;JOBP;0424090058;JOBS.TM_SMC_040_PLANNING_FREIGHT_AND_SELECTING_CARRIERS_AFO_FR_01_01;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;TM_SMC_040_PLANNING_FREIGHT_AND_SELECTING_CARRIERS_AFO_FR_01;JOBP;0424090058;JOBS.TM_SMC_040_PLANNING_FREIGHT_AND_SELECTING_CARRIERS_AFO_FR_01_01;P3, Opened at:1681463, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1050036933",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2288,I230405_000247,"Trigger: High memory utilization (used > 95%)
Responsible team: CORP_ISC_Wintel
Trigger description: The system is running out of free memory.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Memory, RT:CORP_ISC_Wintel
Host: S101A653
Host group: Lestrem/Windows, MRMT, Windows/Lestrem
Host description: 
Zabbix event ID: 1042318504",Incidents/Infrastructure/System/Server,S101A653,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2289,I230429_000036,"Trigger: High CPU utilization (used > 95%)
Responsible team: CORP_ISC_Wintel
Trigger description: CPU utilization is too high. The system might be slow to respond.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CPU, RT:CORP_ISC_Wintel
Host: S101A358
Host group: Lestrem/Windows, REPR, Windows/Lestrem
Host description: 
Zabbix event ID: 1063878733",Incidents/Infrastructure/System/Print,S101A358,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
2290,I230421_000055,"Trigger: Event ID - 1065 Event - The processing of Group Policy failed. Windows could not evaluate the Windows Management Instrumentation (WMI) filter for the Group Policy object cn={414D3F05-1044-4567-A950-BB4B444D5CF8},cn=policies,cn=system,DC=roquette,DC=corp,DC=priv. This could be caused by RSOP being disabled  or Windows Management Instrumentation (WMI) service being disabled, stopped, or other WMI errors. Make sure the WMI service is started and the startup type is set to automatic. New Group Policy objects or settings will not process until this event has been resolved.
Responsible team: CORP_ISC_Wintel
Trigger description: The processing of Group Policy failed. Windows could not evaluate the Windows Management Instrumentation (WMI) filter for the Group Policy object cn={414D3F05-1044-4567-A950-BB4B444D5CF8},cn=policies,cn=system,DC=roquette,DC=corp,DC=priv. This could be caused by RSOP being disabled  or Windows Management Instrumentation (WMI) service being disabled, stopped, or other WMI errors. Make sure the WMI service is started and the startup type is set to automatic. New Group Policy objects or settings will not process until this event has been resolved.
Opened at: 1682058
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: App_Source:Microsoft-Windows-GroupPolicy, Application:Event log System, EVENT_ID:1065, Host:S202A68, Opened at:1682058, RT:CORP_ISC_Wintel
Host: S202A68
Host group: Benifayo Espana/Windows, VPMS, Windows/Benifayo Espana
Host description: 
Zabbix event ID: 1056486199",Incidents/Infrastructure/System/RDS,S202A68,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
